商品,到手价,佣金率,佣金,已售量,商品结束时间,近2小时销售量,近24小时销售量,店铺信息,描述相符,物流服务,服务态度,当前时间
"【直播专享】私享草原 牛小排原汤火锅 加热即食 酱香微辣1200g",89.0,20.0%,17.8,已售：148,结束：2023-06-30,,,私享草原旗舰店,4.57,3.7,4.7,2023-04-18 21:55:15.018
"五芳斋咸鸭蛋松花蛋皮蛋 多规格12枚 冒沙红心流油特产即食下饭 ",31.9,13.0%,4.15,已售：2318,结束：2023-06-30,,,五芳斋官方旗舰店,4.85,4.98,4.99,2023-04-18 21:55:15.135
"【麻辣小海鲜开罐即食组合装】冷冻八爪鱼生蚝扇贝鲍螺肉鲍鱼蛤肉",107.0,21.0%,22.47,已售：15,结束：2024-03-31,,,品八鲜厂家小店,4.43,4.66,4.63,2023-04-18 21:55:15.255
"齐鲜达爆汁烤肠50g*8根黑猪肉原味黑椒速冻烤肠早餐火山石纯肉肠",89.9,6.0%,5.39,已售：3600,结束：2024-04-30,,,齐鲜达官方旗舰店,4.95,4.99,4.93,2023-04-18 21:55:15.385
"【买1送1】长牌骨汤胡椒猪肚鸡火锅半成品1110g/袋鸡煲汤开袋即食",89.9,25.0%,22.48,已售：329,结束：2024-02-29,4,11,长牌旗舰店,4.64,4.69,4.81,2023-04-18 21:55:15.488
"直播间专享四川手工纯糯米糍粑500g/袋",5.8,12.0%,0.7,已售：38.8万,结束：2023-07-31,,,汇农春浩聚速食专卖店,4.66,4.79,3.67,2023-04-18 21:55:15.584
"泰州鹅脱温苗 半斤泰州鹅苗 泰州大种鹅苗 大白鹅送路损 送的不赔",350.0,10.0%,35.0,已售：8,结束：2026-04-01,,,牧森农场,4.03,4.55,4.63,2023-04-18 21:55:15.680
"星草荟广东清远深坑特产土伏岺根茎1kg 新鲜挖农产品",58.0,20.0%,11.6,已售：979,结束：2023-04-30,,,佛冈县迳头镇深坑土特产店,4.48,4.66,4.91,2023-04-18 21:55:15.772
"秭归伦晚脐橙食用生鲜香甜多汁3斤5斤9斤鲜甜天然阳光皮薄细腻",19.8,25.0%,4.95,已售：48,结束：2023-06-30,,,指尖村品,4.72,4.55,4.64,2023-04-18 21:55:15.871
"【春日轻食季】地道肠火山石烤肠猪头肠热狗肠鸡肉肠烤肠400g/袋",1.75,20.0%,0.35,已售：533,结束：2023-12-31,9,513,小仙女皇家美食店,4.82,4.71,4.7,2023-04-18 21:55:15.970
"鳜宾【1条】净膛5-6两臭鳜鱼送料包正宗安徽黄山特产真空装臭桂鱼",36.8,20.0%,7.36,已售：600,结束：2023-12-31,,,徽张黄山臭鳜鱼,4.96,4.85,4.94,2023-04-18 21:55:16.069
"皮厨大叔蒜蓉粉丝扇贝1袋300克【6枚蒸烤即食】饱满新鲜营养嫩滑",35.0,21.0%,7.35,已售：3.6万,结束：2024-01-30,7,33,皮厨大叔生鲜旗舰店,4.98,4.98,4.99,2023-04-18 21:55:16.169
"【红烧香辣带鱼罐头】红烧香辣 带鱼罐头 开罐即食 下饭 营养新鲜",99.0,35.0%,34.65,已售：1371,结束：2023-10-26,,,参美海味食品个体店,4.73,4.96,4.93,2023-04-18 21:55:16.276
"厨好当200g夹沙肉方便菜，快手菜加热，即食川渝特色常温精品蒸煮",49.9,20.0%,9.98,已售：135,结束：2023-04-30,3,23,厨好当生鲜旗舰店,4.52,4.73,4.55,2023-04-18 21:55:16.375
"【主播推荐】大黄米汤圆多口味420克网红元宵黑芝麻花生馅香甜",24.9,20.0%,4.98,已售：1211,结束：2024-03-30,12,43,味层香旗舰店,4.89,4.84,4.66,2023-04-18 21:55:16.484
"金涛鹅王丸潮汕正宗鹅肉丸特产火锅烧烤汤澄海狮头鹅肉丸1000G/盒",49.0,18.0%,8.82,已售：2350,结束：2023-10-07,5,27,金涛鹅王丸生鲜旗舰店,4.92,4.75,4.97,2023-04-18 21:55:16.601
"【大黄鲜森】伊比利亚黑猪颈骨带肉5斤红烧炖肉500g/包筒骨助排",99.0,12.0%,11.88,已售：22,结束：2023-12-31,1,18,大黄鲜森生鲜旗舰店,4.77,4.85,4.92,2023-04-18 21:55:16.709
"虾滑（虾含量≥95%）国产冷冻纯手工海鲜 100g*10袋 TZ",99.0,10.0%,9.9,已售：1385,结束：2024-03-31,,,青淼生鲜企业店,4.99,4.98,4.95,2023-04-18 21:55:16.825
"湾仔码头早餐速食系列 鲜肉/奶黄/彩皮小笼包/三拼组合皮薄馅大",69.9,20.0%,13.98,已售：34,结束：2023-08-31,,,湾仔码头官方旗舰店,4.99,4.93,4.97,2023-04-18 21:55:16.935
"正宗老品种板栗贝贝小南瓜宝宝辅食日本新鲜香甜粉糯3斤装",17.9,20.0%,3.58,已售：52,结束：2023-09-30,,,傲云山农产品供应店,4.7,4.82,4.64,2023-04-18 21:55:17.055
"【中通+顺丰】宁波风味梅干菜饼家庭装速冻半成品90g*20片早餐饼 ",35.8,22.0%,7.88,已售：2566,结束：2023-08-31,7,26,豪饱饱食品,4.99,4.86,4.98,2023-04-18 21:55:17.178
"5斤海南树上熟贵妃芒现摘新鲜水果空运当季热带食用爆甜饱满芒果",98.0,15.0%,14.7,已售：16,结束：2023-05-31,,,铁定兴选,4.57,4.45,4.64,2023-04-18 21:55:17.293
"食得迷小炒黄牛肉300g开胃湘菜下饭美食懒人速烹免洗免切方便菜",19.9,20.0%,3.98,已售：2002,结束：2024-05-01,,,食得迷官方旗舰店,4.99,4.96,4.86,2023-04-18 21:55:17.412
"【拍三发四】阳澄湖香辣蟹盒装麻辣公母混搭螃蟹酱香即食熟食方便",119.6,15.0%,17.94,已售：14,结束：2023-06-30,9,,浪里王生鲜旗舰店,4.93,4.93,4.95,2023-04-18 21:55:17.540
"【SQ】微波水饺3种口味组合8袋优选肉馅/微波速冻/即食便当新鲜",59.9,15.0%,8.98,已售：420,结束：2024-02-29,5,24,三全生鲜旗舰店,4.91,4.76,4.91,2023-04-18 21:55:17.649
"新疆伊犁哈尔毕腌菜！红油豇豆！每袋268克！三袋包邮！",22.0,16.0%,3.52,已售：646,结束：2024-05-01,,,霍城县清水河镇哈尔毕腌菜厂,4.93,3.8,4.78,2023-04-18 21:55:17.757
"百食轩 正宗大别山土鸡蛋40枚新鲜现捡现发 营养优质 破损包赔总",49.9,15.0%,7.48,已售：7184,结束：2024-01-08,3,29,百食轩官方旗舰店,4.77,4.98,4.91,2023-04-18 21:55:17.844
"绍兴安昌酱香肠 农家特产 舌尖中国 常温密封 手工腊香肠 500g",42.6,20.0%,8.52,已售：2211,结束：2023-11-13,10,,绍兴安昌古镇特产店,4.99,4.69,4.96,2023-04-18 21:55:17.952
"韩式泡菜 辣白菜450克x3袋 开袋即食 包邮",19.9,40.0%,7.96,已售：1721,结束：2023-10-10,6,28,大石桥市丹菲菲食杂店,4.88,4.92,4.61,2023-04-18 21:55:18.060
"【宜久郎】嵊州风味牛肉小笼包早餐速食半成品速冻食品包子早餐",39.9,25.0%,9.98,已售：415,结束：2023-11-30,2,21,宜久郎食品旗舰店,4.94,4.9,4.81,2023-04-18 21:55:18.154
"年糕大叔韩式火锅套餐组合1020g 芝士年糕鱼饼泡菜火锅食材组合",39.9,24.0%,9.58,已售：1110,结束：2023-06-30,23,,年糕大叔食品店,4.78,4.88,4.86,2023-04-18 21:55:18.262
"日式关东煮火锅蟹棒500g寿司手撕蟹柳30根/包蟹柳部队火锅蟹味棒",19.8,17.0%,3.37,已售：249,结束：2023-08-31,11,,昭合食品专营店,4.97,4.65,4.95,2023-04-18 21:55:18.373
"外婆亲亲味醉鱼绍兴特产原味醉鱼小包装休闲零食即食小鱼干鱼块",59.9,20.0%,11.98,已售：18,结束：2025-04-30,,,外婆亲亲味生鲜旗舰店,4.98,4.86,4.95,2023-04-18 21:55:18.469
"2030盐冻大虾 活虾速冻盐冻虾虾肉冷冻生鲜单只解冻",129.0,11.0%,14.19,已售：19,结束：2023-11-01,16,,优不二生鲜旗舰店,4.95,4.98,4.88,2023-04-18 21:55:18.573
"【一斤尝鲜装】优信潮汕牛肉丸爆汁实心牛筋丸火锅丸子 严选牛丸",59.0,20.0%,11.8,已售：2089,结束：2023-06-30,1,14,潮味优信官方旗舰店,4.99,4.91,4.98,2023-04-18 21:55:18.684
"海南王品麒麟果燕窝果新鲜热带水果甜糯多汁非黄色火龙果礼盒装",188.0,17.0%,31.96,已售：15,结束：2023-05-31,,,王品果业生鲜,4.93,4.49,4.79,2023-04-18 21:55:18.790
"鲜知己 淡干南极磷虾100g（赠100g）营养海鲜",19.9,17.0%,3.38,已售：258,结束：2024-02-24,9,63,林谷鲜生鲜旗舰店,4.85,4.95,4.62,2023-04-18 21:55:18.911
"美粮坊大黄米葱花饼速食营养早餐20片90克早餐速食冷冻半成品酥脆",28.8,25.0%,7.2,已售：4567,结束：2023-04-30,6,28,美粮坊官方旗舰店,4.88,4.82,4.97,2023-04-18 21:55:19.034
"【赠鸡排赠刀叉酱】小牛凯西整切调理 西冷眼肉牛排130g*10片牛扒",159.0,20.0%,31.8,已售：223,结束：2023-04-30,,,嘉泰合食品专营店,4.92,4.64,4.89,2023-04-18 21:55:19.147
"吉好家温州矾山纯手工肉燕、福州肉燕、太平燕80克/包（到手6包）",69.0,19.0%,13.11,已售：52,结束：2023-10-31,,,戴眼仔瘦肉丸,4.79,4.73,4.89,2023-04-18 21:55:19.260
"送精美烤肠叉 猪肉无淀粉烤肠火山石爆汁肠200g/5包*9包冷冻食品",29.9,24.0%,7.18,已售：81,结束：2023-09-30,,,大唐盛宴生鲜旗舰店,4.88,4.79,3.96,2023-04-18 21:55:19.384
"唐扬鸡块柚香胡椒味特色日式鸡块空气炸锅免油炸炸鸡半成品450g",39.8,20.0%,7.96,已售：495,结束：2023-05-14,3,28,筷百味旗舰店,4.99,4.99,4.73,2023-04-18 21:55:19.503
"清多多珍珠丸子糯米肉丸手工湖北特产农家珍珠圆子猪肉园子258g",29.9,20.0%,5.98,已售：734,结束：2023-04-30,,,清多多食品旗舰店,4.99,4.98,4.9,2023-04-18 21:55:19.656
"邳城草鸡蛋20枚、30枚、40枚",39.9,25.0%,9.98,已售：36,结束：2023-11-30,21,,邳城李锦食品店,4.7,4.97,4.97,2023-04-18 21:55:45.018
"湖南家常梅菜扣肉 一道菜半成品肉香浓郁梅菜干爽脆老少皆宜食用",69.9,26.0%,18.17,已售：525,结束：2025-07-31,,,厨上厨生鲜旗舰店,4.98,4.95,4.86,2023-04-18 21:55:45.145
"【认领一瓣蒜】腊八蒜绿蒜醋泡蒜下饭菜酱腌菜配宵夜早餐400gZSZY",9.9,25.0%,2.48,已售：96,结束：2023-05-31,30,85,认领一瓣蒜,4.91,4.99,4.48,2023-04-18 21:55:45.250
"【尚巧厨】展艺爆浆红糖糍粑10根/包火锅店糍粑外酥里糯叽叽美食D",22.8,30.0%,6.84,已售：6552,结束：2023-06-20,11,31,尚巧厨卖场旗舰店,4.99,4.93,4.99,2023-04-18 21:55:45.350
"【思懿专属】奥点点藤椒鸡肉+奥尔良鸡肉烧饼18个加送2个到手20个",99.0,20.0%,19.8,已售：19,结束：2023-05-31,10,,广东奥朗食品企业店,4.57,4.55,4.59,2023-04-18 21:55:45.460
"千味央厨荠菜猪肉蒸煎饺鲜肉速冻水饺饺子锅贴蒸饺早餐1000克50个",19.9,28.0%,5.57,已售：293,结束：2024-08-15,2,30,稀饭饱饱生鲜,4.97,4.71,4.92,2023-04-18 21:55:45.571
"正宗贝贝南瓜迷你小南瓜山东老南瓜粉糯香甜软孕妇宝宝辅食五斤",29.9,25.0%,7.48,已售：64,结束：2023-08-31,19,35,壹亩地瓜生鲜旗舰店,4.85,4.68,4.71,2023-04-18 21:55:45.676
"大娘水饺6包实惠装组合白菜猪肉*2+荠菜猪肉*2+玉米猪肉*2",119.9,30.0%,35.97,已售：53,结束：2023-12-31,1,6,吴大娘生鲜旗舰店,4.55,4.71,4.71,2023-04-18 21:55:45.779
"食新溢正宗老上海葱油饼早餐速食半成品家庭装加热即食葱香手抓饼",34.8,22.0%,7.66,已售：1454,结束：2023-06-30,7,26,食新溢生鲜旗舰店,4.96,4.89,4.8,2023-04-18 21:55:45.894
"鼎巴鼎巴牛肉串 户外露营烧烤BBQ半成品食材 20克/串 40串",99.0,12.0%,11.88,已售：14,结束：2023-07-31,,,鼎巴鼎巴生鲜旗舰店,4.86,4.52,4.71,2023-04-18 21:55:46.004
"小熊掰掰 东北黄糯玉米220克*10支/箱 真空包装 软糯香微甜低脂",33.9,15.0%,5.08,已售：47,结束：2023-05-31,,,小熊掰掰粮油旗舰店,4.55,4.95,4.77,2023-04-18 21:55:46.103
"【壹何水果】奉节纽荷尔脐橙5斤/8斤皮薄新鲜甜汁多现摘现发食用",52.9,20.0%,10.58,已售：308,结束：2023-06-30,,,壹何水果,4.34,4.57,4.52,2023-04-18 21:55:46.247
"梁品优选新西兰银蕨农场Reserve系列原切西冷牛排180g*5片",350.0,15.0%,52.5,已售：73,结束：2024-01-31,,,梁品优选,4.75,4.43,4.75,2023-04-18 21:55:46.354
"雷先森【独立装】糯米糍粑纯手工自制湖北恩施特产红糖豆粉半成品",12.8,47.0%,6.02,已售：4185,结束：2023-04-30,3,19,雷先森食品旗舰店,4.99,4.99,4.43,2023-04-18 21:55:46.470
"金汤酸菜鱼450gx3袋 厨房小白 秒变大厨餐饮预制菜正宗正宗成品",69.9,20.0%,13.98,已售：263,结束：2023-07-11,,,宁大头食品旗舰店,4.58,4.57,4.7,2023-04-18 21:55:46.601
"脆易随溏心蛋即食海鲜味糖心卤蛋可生食半熟玉子鸡蛋12枚速食零食",74.9,20.0%,14.98,已售：3945,结束：2023-05-31,2,14,脆易随生鲜旗舰店,4.57,4.26,4.31,2023-04-18 21:55:46.722
"腊杆陈【山东老字号】泥炉烤鸡 果木熏烤 拆袋即食650g/只",69.9,15.0%,10.48,已售：2.4万,结束：2023-11-30,20,,膳存生鲜,4.95,4.78,4.71,2023-04-18 21:55:46.832
"湖北土特产农家自制风干土鸡散养咸鸡腊鸡年货腊肉干货整只",49.0,17.0%,8.33,已售：7672,结束：2023-12-31,,,姐妹花农贸,4.88,4.98,4.97,2023-04-18 21:55:46.959
"DINGCAN/鼎灿正宗福鼎肉片瘦肉丸采用新鲜猪后腿肉250G尝鲜装29.8",29.8,14.0%,4.17,已售：53,结束：2023-06-15,,,鼎灿DINGCAN生鲜旗舰店,4.77,4.67,4.84,2023-04-18 21:55:47.075
"【丰收农场】正宗烟薯25糖心红薯新鲜蜜薯番薯沙地地瓜5斤装山东",26.9,25.0%,6.72,已售：2920,结束：2023-06-30,13,,丰收农场企业店,4.89,4.75,4.8,2023-04-18 21:55:47.197
"【原装进口】阿榴哥泰国进口金枕头冷冻榴莲果肉 600g 盒装营养",99.0,5.0%,4.95,已售：29,结束：2024-03-31,,,阿榴哥生鲜旗舰店,3.53,4.74,4.96,2023-04-18 21:55:47.318
"独立包装广西吊柿降霜柿饼 香甜软糯流心吊柿饼1500g柿子浓郁新鲜",4.99,30.0%,1.5,已售：3908,结束：2024-01-26,,,三秦鸿生鲜干果,4.26,4.44,4.55,2023-04-18 21:55:47.425
"【达人专属】大希地巴沙鱼无刺无腥  200g*6或200g*8   DR2",79.9,20.0%,15.98,已售：166,结束：2024-03-31,5,12,大希地食品旗舰店,4.97,4.9,4.99,2023-04-18 21:55:47.520
"【都乐Dole】即食白甜玉米棒 6根/20根原箱装 单根180g 非转基因 ",69.0,10.0%,6.9,已售：213,结束：2023-12-31,6,26,都乐Dole生鲜旗舰店,4.77,4.73,4.81,2023-04-18 21:55:47.616
"阳光玫瑰晴王葡萄果冻布丁爆皮葡萄好吃好玩",18.8,25.0%,4.7,已售：51,结束：2025-03-01,3,,万康优选,4.76,3.34,4.45,2023-04-18 21:55:47.705
"TOPIN/众品墨西哥鸡肉卷半成品蒸微波加热速食家庭学生方便早餐",24.5,20.0%,4.9,已售：777,结束：2023-07-31,,,众品生鲜旗舰店,4.75,4.56,4.88,2023-04-18 21:55:47.810
"河南肉盒子休闲牛肉馅饼潮汕马头牛肉速食早餐成品团购牛肉饼新鲜",48.6,20.0%,9.72,已售：63,结束：2024-03-20,,,夏邑县王老五炖肉胡辣汤馆,4.57,4.28,4.43,2023-04-18 21:55:47.915
"乌江鲜脆榨菜丝70g*10袋 清爽脆口",25.0,15.0%,3.75,已售：1460,结束：2024-03-08,,,乌江惠聚天下专卖店,4.91,4.92,4.77,2023-04-18 21:55:48.012
"舟山带鱼段中段 250g*10袋 0冰衣去头去尾新鲜肉质细嫩深海冷冻",89.9,15.0%,13.48,已售：2874,结束：2023-11-01,3,15,优不二生鲜旗舰店,4.95,4.98,4.88,2023-04-18 21:55:48.113
"田园梦临川菜梗36g/52g/86g/216g鲜辣腌芥菜下稀饭江西抚州特产",28.8,20.0%,5.76,已售：455,结束：2023-09-30,,,天宇专营店,4.51,3.53,4.92,2023-04-18 21:55:48.216
"即食虾皮小虾米小海米做汤馅子紫菜煮汤海鲜干货50g",1.98,12.0%,0.24,已售：750,结束：2023-07-31,,,太空刺猬海味企业店,4.92,4.84,4.73,2023-04-18 21:55:48.318
"【希月专属】十三天活珠蛋黄营养价值神仙吃法无骨头美食推荐官蛋",19.9,23.0%,4.58,已售：1300,结束：2023-04-30,,,希月旗舰店,4.74,4.32,4.56,2023-04-18 21:55:48.425
"XBW/雪霸王【一口吃下4种食材】兔小雪紫薯包 儿童营养卡通早餐",29.9,15.0%,4.48,已售：1377,结束：2023-06-30,8,39,雪霸王旗舰店,4.97,4.93,4.87,2023-04-18 21:55:48.536
"现摘现发香甜钦蜜9号百香果精品大果3斤农家新鲜采摘应季水果黄金",82.8,20.0%,16.56,已售：29,结束：2023-07-31,,,十里田海（鲜果园）,4.83,4.66,4.76,2023-04-18 21:55:48.652
"【催熟食用】海南金煌芒4.5-5斤装新鲜水果香甜个大饱满 坏果包赔",29.9,22.0%,6.58,已售：176,结束：2024-07-31,,,佰纷佰禾生鲜旗舰店,4.71,4.93,4.29,2023-04-18 21:55:48.776
"【麻六记专享】精品山林散养猪肉烤肠脆皮爆汁烤肉肠400g/盒/8支",59.9,30.0%,17.97,已售：274,结束：2023-04-30,3,10,北创食品旗舰店,4.76,4.68,4.88,2023-04-18 21:55:48.902
"【10.9元1个】海南切皮椰青新鲜椰子优质应季鲜嫩孕妇食用水果",10.9,20.0%,2.18,已售：416,结束：2023-07-31,,,安优果,4.65,4.97,4.5,2023-04-18 21:55:49.021
"俊杰小萌鱼馄饨上汤云吞速食云吞懒人抄手半成品夜宵小馄饨",32.9,23.0%,7.57,已售：548,结束：2024-02-17,,,俊杰生鲜旗舰店,4.99,4.86,4.92,2023-04-18 21:55:49.134
"王掌柜【顺丰包邮】正宗山东烟台红富士冰糖心脆甜不打蜡3/5斤",28.8,15.0%,4.32,已售：2.0万,结束：2023-04-30,,,王掌柜生鲜旗舰店,4.89,4.99,4.78,2023-04-18 21:55:49.262
"新鲜洋槐花时令野菜现摘现发蔬菜头茬新鲜槐花花骨朵2斤顺丰包邮",29.8,26.0%,7.75,已售：20,结束：2023-04-30,,,橙大福农产个体店,4.87,4.88,4.79,2023-04-18 21:55:49.380
"500g牛肉卷雪花肥牛涮火锅食材 牛肉片烧烤 肥牛卷 鲜嫩烤涮肥牛",27.02,11.0%,2.97,已售：216,结束：2023-10-15,,,至禾食品企业店,4.53,4.51,4.78,2023-04-18 21:55:49.509
"【益客】超燃腿排速冻鲜嫩鸡腿汉堡健身简餐半成品100g*10",69.9,25.0%,17.48,已售：157,结束：2023-08-31,1,8,益客旗舰店,4.86,4,4.75,2023-04-18 21:55:49.618
"网红拇指生煎包珍珠小笼包小吃店酒店外卖家庭街边冷冻半成品",17.1,15.0%,2.56,已售：496,结束：2024-01-31,,,闽鲜源生鲜旗舰店,4.51,4.98,4.78,2023-04-18 21:55:49.717
"榴六六严选【10盒装巨划算】泰国金枕无核树熟榴莲果肉100g/盒",199.0,16.0%,31.84,已售：87,结束：2023-05-31,,,榴六六生鲜旗舰店,4.74,4.83,4.82,2023-04-18 21:55:49.809
"【工厂】老诚一锅羊蝎子火锅多肉羊肉羊杂汤牛排烤肠牛肉丸羊排",79.0,22.0%,17.38,已售：1.2万,结束：2024-01-07,4,9,老诚一锅好物严选专卖店,4.62,4.97,4.76,2023-04-18 21:55:49.906
"正大休闲小食组6袋 洋葱炸鸡圈*2+美味鸡块*2 +鸡米花*2 鲜嫩酥脆",69.8,25.0%,17.45,已售：765,结束：2023-07-30,10,,正大官方旗舰店,4.99,4.97,4.96,2023-04-18 21:55:50.002
"邑合酣夜明珠松花皮蛋糖心优质湖北鸭蛋腌制10枚20枚",22.9,17.0%,3.89,已售：3357,结束：2024-02-29,,,邑合酣旗舰店,4.88,4.05,4.59,2023-04-18 21:55:50.101
"南极磷虾米虾皮100g袋新鲜淡干即食烧菜煲汤配粥海鲜水产干货",9.9,30.0%,2.97,已售：78,结束：2023-06-30,,,太空刺猬海味企业店,4.92,4.84,4.73,2023-04-18 21:55:50.203
"优信潮汕黄金鱼蛋250g/包【可关东煮/麻辣烫火锅丸子】冷冻真空",59.0,20.0%,11.8,已售：488,结束：2023-06-30,,,潮味优信官方旗舰店,4.99,4.91,4.98,2023-04-18 21:55:50.298
"【宠粉福利】桂林特产原味柿子片200克柿子丁柿饼片糖心无核脆柿",11.9,35.0%,4.16,已售：540,结束：2024-03-31,,,倾果乐供应链个体店,4.94,4.33,4.68,2023-04-18 21:55:50.405
"【达人专属】涪陵去皮榨菜丝微辣清淡小包装50g*50包涪陵榨菜下饭",19.9,20.0%,3.98,已售：8221,结束：2023-08-31,4,42,观哲商贸的小店,4.94,4.94,4.81,2023-04-18 21:55:50.510
"【小鲜卤】营养爆汁高品质黑猪肉烤肠200g/盒（50g*4根）",79.9,18.0%,14.38,已售：1759,结束：2024-03-08,,,小鲜卤旗舰店,4.75,4.98,4.88,2023-04-18 21:55:50.609
"正宗云南沃柑精选应季鲜5斤现摘水果砂糖橙子蜜桔子柑橘整箱包邮",25.8,20.0%,5.16,已售：34,结束：2023-08-01,,,农阿伯生鲜店,4,4.72,3.96,2023-04-18 21:55:50.707
"星球煮正宗招牌乳鸽 粤式酱香脆皮鸽子200g*3只礼品装加热即食",129.0,18.0%,23.22,已售：20,结束：2023-06-30,,,星球煮旗舰店,4.97,4.97,4.93,2023-04-18 21:55:50.806
"深海鳕鱼排 宝宝辅食 空气炸锅快手菜 五星酒店同款 大块金黄香脆",48.8,10.0%,4.88,已售：1370,结束：2023-10-15,5,34,海天下旗舰店,4.85,4.93,4.95,2023-04-18 21:55:50.913
"天海藏2袋装原切牛肋排1.25kg/袋 肉质紧实浓郁",139.9,12.0%,16.79,已售：10,结束：2026-04-30,3,,天海藏官方旗舰店,4.94,4.9,4.99,2023-04-18 21:55:51.017
"【舒汇】老坛酸菜480g 速食方便速冻港式点心美食80g*6只装早餐",19.8,20.0%,3.96,已售：516,结束：2025-03-31,,,舒汇生鲜旗舰店,4.99,4.87,4.9,2023-04-18 21:55:51.147
"珍膳良【紫薯包椰奶包】 营养早餐速冻80g纯正香甜皮薄椰香",23.8,15.0%,3.57,已售：4134,结束：2024-10-17,,,珍膳良生鲜,4.89,4.48,3.62,2023-04-18 21:55:51.275
"思念手打天下水饺400g菌菇三鲜玉米蔬菜水饺*5 120g小云吞*1共6袋",69.9,20.0%,13.98,已售：254,结束：2023-04-30,,,思念速食旗舰店,4.93,4.88,4.99,2023-04-18 21:55:51.411
"【中大果】脆甜山东奶油苹果黄金富士水果新鲜多汁4.5斤装7-12个",39.9,15.0%,5.98,已售：42,结束：2023-05-31,18,,老范儿的小店,4.6,4.84,4.48,2023-04-18 21:55:51.544
"海小白海带 盐渍海带 盐渍整颗海带 大连新鲜含箱5斤鲜嫩优质营养",23.9,25.0%,5.98,已售：30,结束：2023-10-31,,,海小白,4.72,4.76,4.58,2023-04-18 21:55:51.681
"蜜汁目鱼200g/包 活动价99元/7包  顺丰冷链  开袋即食原味新鲜",99.0,15.0%,14.85,已售：351,结束：2023-11-30,1,12,杭州嗨优食品企业店,4.73,4.76,4.77,2023-04-18 21:55:51.789
"青草家原切乌拉圭进口五肋牛排2.5kg",149.0,20.0%,29.8,已售：26,结束：2023-06-30,1,6,青草家大膳实业专卖店,4.49,4.73,4.86,2023-04-18 21:55:51.886
"运淼深山糯米笋火锅食材免洗免切260g/袋*1袋*3袋*5袋原味鲜嫩",9.9,20.0%,1.98,已售：3753,结束：2023-05-31,12,,运淼食品旗舰店,4.99,4.88,4.73,2023-04-18 21:55:51.978
"黄膘牛排草饲牛排原切带骨牛排炖煮牛寸排牛肋排5斤新鲜生鲜特产",235.0,5.0%,11.75,已售：63,结束：2023-06-30,,,蒙贝恩生鲜旗舰店,4.75,4.75,4.35,2023-04-18 21:55:52.059
"【顺丰】临安小香薯 小果(手指薯)5斤装约55个（介意断果慎拍）",23.8,16.0%,3.81,已售：1316,结束：2023-12-10,7,42,小不溜生鲜旗舰店,4.19,4.58,4.76,2023-04-18 21:55:52.150
"【需催熟】广西发货 金煌芒 新鲜采摘大青芒 应季水果 4.5斤",29.9,20.0%,5.98,已售：33,结束：2023-05-31,21,,蜜果儿,4.28,4.91,4.43,2023-04-18 21:55:52.233
"【5条起拍】楚品鲜阳干大白刁风干鱼湖北大翘嘴鱼淡水鱼250g/只起",69.0,18.0%,12.42,已售：2035,结束：2023-09-30,,,楚品鲜旗舰店,4.74,4.71,4.93,2023-04-18 21:55:52.316
"罗牛山【达人专属】3-4人份海南糟粕醋文昌鸡火锅套餐酸辣爽口",128.0,15.0%,19.2,已售：446,结束：2023-07-31,,,罗牛山优选,4.77,4.89,4.94,2023-04-18 21:55:52.408
"野生海蜇皮3-5斤口感爽脆盐渍海蜇非即食海鲜菜美食新鲜凉拌腌制",158.0,12.0%,18.96,已售：168,结束：2023-05-31,,,徐家小铺,4.57,4.54,4.82,2023-04-18 21:55:52.489
"新人【39元10包】霞浦压缩家常海带丝高倍泡发鲜嫩脆爽免洗16g/包",29.0,42.0%,12.18,已售：1078,结束：2025-12-31,,,小陈菇事优选店,4.9,4.98,4.53,2023-04-18 21:55:52.585
"雍运猪肉香菇烧麦广式糯米烧麦早餐速冻半成品方便2斤/4斤装t",19.8,8.0%,1.58,已售：152,结束：2023-06-30,99,103,觅味个体店,4.99,4.85,4.76,2023-04-18 21:55:52.698
"野三坡烘干压缩海带丝15g干货圆饼即食海带苗嫩下饭菜免洗脆爽",29.9,30.0%,8.97,已售：477,结束：2023-05-31,3,16,野三坡官方旗舰店,4.84,4.9,4.73,2023-04-18 21:55:52.796
"猫小娜压缩紫菜头水无沙免洗宝宝海鲜蔬菜虾皮蛋花汤10包50克/盒",19.9,25.0%,4.98,已售：2704,结束：2023-10-31,4,31,猫小娜旗舰店,4.98,4.97,4.59,2023-04-18 21:55:52.905
"昌古味道绍兴母子酱鸭腿 传承母子酱油酱制 酱香浓郁 2只装 320克",24.8,20.0%,4.96,已售：2419,结束：2023-06-30,29,,绍兴安昌古镇特产店,4.99,4.69,4.96,2023-04-18 21:55:53.007
"【致冀农场】陕西徐香猕猴桃|产地直发|徐香猕猴桃|5斤包邮到家",49.9,21.0%,10.48,已售：1077,结束：2024-04-30,,,致冀农场企业店,4.77,4.67,4.56,2023-04-18 21:55:53.109
"味之素 南瓜蛋挞 紫薯蛋挞 日料同款甜品蛋糕冷冻即食新鲜营养",69.9,15.0%,10.48,已售：16,结束：2024-03-12,,,集食鲜,4.95,4.88,4.88,2023-04-18 21:55:53.218
"【网红椰子蛋】海南椰子蛋新鲜优质椰子椰青现剥速冻顺丰空运包邮",29.9,10.0%,2.99,已售：635,结束：2023-12-31,32,,安优果,4.65,4.97,4.5,2023-04-18 21:55:53.321
