商品,到手价,佣金率,佣金,已售量,商品结束时间,近2小时销售量,近24小时销售量,店铺信息,描述相符,物流服务,服务态度,当前时间
"【露营帐篷工厂】全自动亲子帐篷防晒加厚防雨3-4人速开自动双人",108.0,11.0%,11.88,已售：484,结束：2023-09-30,3,,星空户外,4.44,4.98,4.99,2023-04-18 21:19:32.665
"马甲休闲中老年带扣保暖棉马甲爸爸外套加绒冬装老人男士爷爷男装",19.9,20.0%,3.98,已售：2105,结束：2026-01-31,2,9,阳阳好物优选,4.99,4.99,4.98,2023-04-18 21:19:32.753
"妈妈温泉泳衣女中老年保守遮肚显瘦加大码2023新款胖mm保守泳装夏",103.0,15.0%,15.45,已售：5,结束：2024-03-07,,,兴.华尔特运动旗舰店,4.99,4.95,4.72,2023-04-18 21:19:32.842
"X22低帮fg长钉足球鞋有鞋带透气防滑人造草坪学生成人飞盘运动鞋",293.25,8.0%,23.46,已售：17,结束：2023-12-31,,,适步佳,4.08,4.87,3.3,2023-04-18 21:19:32.935
"Travelyou一次性毛巾洗脸巾白色旅行压缩擦脸加厚神器酒店便携式",8.9,21.0%,1.87,已售：224,结束：2024-03-31,,,Travelyou户外装备旗舰店,4.99,4.9,4.91,2023-04-18 21:19:33.028
"XTEP/特步浮板儿童成人游泳初学者装备漂浮板打水板背漂游泳辅助",22.9,20.0%,4.58,已售：9,结束：2023-07-31,,,特步欧奈专卖店,4.89,4.71,4.93,2023-04-18 21:19:33.147
"X22低帮fg长钉足球鞋有鞋带透气防滑人造草坪学生成人飞盘运动鞋",293.25,8.0%,23.46,已售：17,结束：2023-12-31,,,适步佳,4.08,4.87,3.3,2023-04-18 21:19:45.132
"Travelyou一次性毛巾洗脸巾白色旅行压缩擦脸加厚神器酒店便携式",8.9,21.0%,1.87,已售：224,结束：2024-03-31,,,Travelyou户外装备旗舰店,4.99,4.9,4.91,2023-04-18 21:19:45.217
"XTEP/特步浮板儿童成人游泳初学者装备漂浮板打水板背漂游泳辅助",22.9,20.0%,4.58,已售：9,结束：2023-07-31,,,特步欧奈专卖店,4.89,4.71,4.93,2023-04-18 21:19:45.291
"简约家用旅行洗漱杯漱口杯牙桶牙刷收纳盒便携式自行车水壶套装",9.99,15.0%,1.5,已售：44,结束：2023-08-31,,,沐子家百,4.72,4.87,4.81,2023-04-18 21:19:45.366
"加强款铅头钩路亚软饵钓鱼钩夜光彩色软鱼软蛆软虫假饵鱼钩夜光色",7.9,10.0%,0.79,已售：365,结束：2024-02-01,,,法茜运动户外旗舰店,4.81,3.42,4.84,2023-04-18 21:19:45.435
"低帮足球鞋tf碎钉全气垫针织鞋面人造草坪学生成人防滑耐磨运动鞋",283.75,8.0%,22.7,已售：19,结束：2023-12-31,,,适步佳,4.08,4.87,3.3,2023-04-18 21:19:45.508
"斜月三星大号野餐垫户外露营垫便捷沙滩防潮加厚野餐布野外春游垫",4.9,25.0%,1.22,已售：37,结束：2028-05-31,,,斜月三星斜月家纺专卖店,4.99,4.97,4.61,2023-04-18 21:19:45.580
"SPLAN唤醒计划 夏季薄款健身服女运动短袖T恤瑜伽上衣4005",109.0,21.0%,22.89,已售：2479,结束：2023-07-15,1,,江和运动服饰店,4.98,4.91,4.86,2023-04-18 21:19:45.670
"【四合一】多功能新款手机包腰包男士跑步工地干活穿皮带挂钥匙",19.9,25.0%,4.98,已售：8,结束：2024-03-31,,,雨果甄选店,4.77,4.89,4.53,2023-04-18 21:19:45.766
"SKECHERS/斯凯奇【经典一代熊猫鞋】女鞋夏季休闲鞋运动鞋女13143",369.0,12.0%,44.28,已售：3,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:19:45.847
"薏凡特 小腿按摩滚轮滚轴狼牙棒泡沫轴拉伸放松套装",128.0,35.0%,44.8,已售：38,结束：2024-02-29,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:19:45.922
"2023冰丝防晒服女夏季冰丝防晒衣户外防紫外线透气小兔子防晒衣服",29.9,25.0%,7.48,已售：13,结束：2023-12-31,,,芯悦严选,4.28,4.83,4.63,2023-04-18 21:19:46.007
"蓓安适洗衣片90片旅行便携洗衣皂出差旅游用品洗衣服小肥皂小巧",29.9,15.0%,4.48,已售：44,结束：2023-11-30,3,9,蓓安适Briars官方旗舰店,4.99,4.99,4.99,2023-04-18 21:19:46.093
"GP超霸电池5号7号玩具电视遥控器挂钟闹钟五七号碳性电池批发耐用",32.0,20.0%,6.4,已售：114,结束：2024-01-01,3,,GP超霸电池,4.97,3.24,4.88,2023-04-18 21:19:46.177
"户外烧烤签露营家用卫生天然竹签空气炸锅专用签子烤肠羊肉串炸串",9.9,50.0%,4.95,已售：3151,结束：2023-10-10,15,19,晚枫严选个体店,4.99,4.99,4.77,2023-04-18 21:19:46.260
"撸铁肌肉男健身长袖T恤运动户外休闲打底衫圆领宽松透气跑步训练",58.0,25.0%,14.5,已售：96,结束：2023-04-30,,,GYMAUNS撸铁先生,4.64,4.62,4.88,2023-04-18 21:19:46.340
"【斯伯克】钢丝负重跳绳运动健身体能训练成人运动器材考试锻炼",9.9,37.0%,3.66,已售：1.4万,结束：2023-12-31,,,斯伯克优选,4.99,4.98,4.94,2023-04-18 21:19:46.429
"中国队运动套装男女体育训练国服情侣跑步服武术教练服加绒比赛服",87.0,10.0%,8.7,已售：77,结束：2023-11-25,19,23,创新运动服装,4.89,4.86,4.24,2023-04-18 21:19:46.519
"领跑虎儿童篮球架户外投篮家用篮筐室内可升降可移动儿童篮球框",209.0,7.0%,14.63,已售：51,结束：2023-10-31,3,,领跑虎运动户外旗舰店,4.75,4.57,4.94,2023-04-18 21:19:46.629
"【14件7.9】可爱小花发夹韩国公主发饰发卡夹子发饰头饰女",7.9,18.0%,1.42,已售：33,结束：2025-04-19,,,金鑫百货店,4.65,4.82,4.04,2023-04-18 21:19:46.726
"可调罗马椅山羊挺身仰卧臀部腰背训练椅侧屈腹斜肌腰部竖脊肌训练",428.0,5.0%,21.4,已售：9,结束：2023-12-31,,,vitox运动户外旗舰店,4.87,4.77,4.53,2023-04-18 21:19:46.821
"Travelyou纯棉一次性男士三角内裤无菌免洗透气舒适大码出差便携",19.99,21.0%,4.2,已售：43,结束：2024-03-31,,,Travelyou户外装备旗舰店,4.99,4.9,4.91,2023-04-18 21:19:46.901
"软毛家用成人牙刷带漱口杯12支家庭装旅行便携赠送一次性压缩毛巾",9.9,10.0%,0.99,已售：366,结束：2023-10-31,34,,哚雅电子商务商行,4.96,4.95,4.79,2023-04-18 21:19:46.988
"【特厚版】非一次性雨衣加厚长款大人小孩户外旅游露营便携雨衣",9.9,35.0%,3.46,已售：16,结束：2023-06-10,1,,严一供应链,4.98,4.93,4.99,2023-04-18 21:19:47.058
"SKECHERS/斯凯奇新款撞色渐变跑步鞋绑带时尚休闲女运动鞋896215 ",349.0,12.0%,41.88,已售：1,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:19:47.130
"潮流排汗半袖夏季新款时尚潮牌男女同款T恤情侣短袖上衣运动休闲",39.9,35.0%,13.96,已售：5,结束：2024-04-13,,,金铂喜运动户外旗舰店,4.8,4.97,4.3,2023-04-18 21:19:47.198
"2022秋冬新款运动休闲显瘦拉链红色加绒加厚两件套",82.0,5.0%,4.1,已售：52,结束：2024-03-28,,,阿艳服饰,4.73,4.57,4.04,2023-04-18 21:19:47.278
"环球厚底小白鞋女夏季薄款透气女鞋2023新款学生韩版百搭大头板鞋",69.0,20.0%,13.8,已售：3,结束：2023-04-30,,,HUANQIU环球运动旗舰店,4.88,3.04,3.59,2023-04-18 21:19:47.348
"{春游户外} 大号野餐垫可折叠加厚户外露营携防水防潮春游垫子",6.9,32.0%,2.21,已售：19,结束：2025-06-12,15,,天霓优品,4.91,4.74,4.92,2023-04-18 21:19:47.423
"多功能4层可旋转分格日用收纳盒",12.9,10.0%,1.29,已售：2077,结束：2024-12-31,,,哚雅电子商务商行,4.96,4.95,4.79,2023-04-18 21:19:47.496
"新款太阳镜 韩版男士时尚方形墨镜蹦迪潮流眼镜显瘦帅气眼睛方框",9.9,30.0%,2.97,已售：52,结束：2024-04-21,13,,巨浪甄选,4.77,4.96,4.81,2023-04-18 21:19:47.579
"粉丝专属步锐特运动套装男女款宽松透气短袖速干跑步T恤篮球训练",29.9,23.0%,6.88,已售：7,结束：2023-04-30,4,6,步锐特服饰旗舰店,4.91,4.87,4.59,2023-04-18 21:19:47.658
"夏季无尴尬线高腰专业运动短裤女紧身蜜桃提臀瑜伽热裤健身三分裤",69.0,20.0%,13.8,已售：16,结束：2023-11-30,,,小橘子健身店,4.86,4.89,4.72,2023-04-18 21:19:47.733
"SPLAN唤醒计划 瑜伽服套装女长袖短款健身跑步运动外套162039",98.0,21.0%,20.58,已售：2906,结束：2023-07-15,1,,江和运动服饰店,4.98,4.91,4.86,2023-04-18 21:19:47.815
"SPLAN唤醒计划 宽松束脚运动裤女健身速干裤子夏瑜伽裤192149",99.0,21.0%,20.79,已售：717,结束：2023-07-15,1,,江和运动服饰店,4.98,4.91,4.86,2023-04-18 21:19:47.907
"SPLAN唤醒计划 豹纹背心豹纹高腰健身裤171141 121162",99.0,21.0%,20.79,已售：417,结束：2023-07-15,,,江和运动服饰店,4.98,4.91,4.86,2023-04-18 21:19:47.989
"SPLAN唤醒计划 无尴尬线高腰紧身瑜伽裤221204",99.0,21.0%,20.79,已售：51,结束：2023-11-30,,,江和运动服饰店,4.98,4.91,4.86,2023-04-18 21:19:48.074
"AOLIKES冷感运动护腕吸汗速干弹力跑步健身降温男女冰感透气轻薄",14.9,20.0%,2.98,已售：193,结束：2023-06-30,,,AOLIKES奥力克斯运动装备旗舰店,4.99,4.84,4.69,2023-04-18 21:19:48.162
"威迈斯 战术PK-6 AR 三角阻手前握把 铝合金金属前握把工具配件",58.0,10.0%,5.8,已售：60,结束：2023-05-31,,,威迈斯玩具潮玩,4.23,4.24,3.98,2023-04-18 21:19:48.247
"intex充气床双人气垫床单人户外加厚垫子家用便携折叠打地铺沙发",89.0,15.0%,13.35,已售：10,结束：2023-12-31,,,INTEX东门鹏翔家具专卖店,4.49,4.11,4.61,2023-04-18 21:19:48.339
"呼啦圈可计数可调节成人健身呼啦圈可拆卸不会掉的呼啦圈运动舒适",66.0,31.0%,20.46,已售：53,结束：2023-12-31,,,源泉健身用品,4.95,4.93,4.96,2023-04-18 21:19:48.432
"2023新款夏季电动车挡风被电瓶车夏季骑行防晒挡风防晒罩四季通用",14.9,30.0%,4.47,已售：7,结束：2023-12-31,,,晟煊严选优品,4.82,4.94,4.94,2023-04-18 21:19:48.514
"【西北野狼】加厚太空棉加厚圆弧椅月亮椅便携超轻第四代秋冬款",29.9,15.0%,4.48,已售：32,结束：2023-04-30,,,西北野狼户外用品,4.88,4.77,4.62,2023-04-18 21:19:48.581
"【开门抱富好运连连】便携式家用户外露营钓鱼好用推荐烧烤架",7.9,30.0%,2.37,已售：188,结束：2023-08-31,,,银川市兴庆区开门抱富日杂店的小店个体店,4.64,4.59,4.76,2023-04-18 21:19:48.655
"泳衣女ins风遮肚显瘦大码韩国ins2020分体保守游泳衣仙女范温泉衣",90.0,15.0%,13.5,已售：8,结束：2024-03-31,,,兴.华尔特运动旗舰店,4.99,4.95,4.72,2023-04-18 21:19:48.722
"黑坑青鱼螺丝颗粒重窝败家铲发家致富铲打窝勺头超轻超大打窝勺",40.0,20.0%,8.0,已售：64,结束：2024-02-29,,,杭州开明渔具商行,4.94,4.9,4.97,2023-04-18 21:19:48.791
"探路者野餐垫户外防潮垫便携地垫ins风垫子TEFK80745/TEFK80743",89.0,23.0%,20.47,已售：597,结束：2023-09-30,,,探路者TOREAD官方旗舰店,4.89,4.83,4.98,2023-04-18 21:19:48.868
"瑜伽弹力带阻力带开背肌肉拉伸健身拉力带训练女男通用翘臀开肩",25.0,20.0%,5.0,已售：56,结束：2023-06-27,,,yottoy官方旗舰店,4.99,4.95,4.96,2023-04-18 21:19:48.939
"MAIKE/迈客【福利专属】户外溯溪探险夏日防水包沙滩漂流袋双肩包",39.9,20.0%,7.98,已售：8,结束：2024-04-09,,,MAIKE迈客户外装备旗舰店,4.96,4.94,4.9,2023-04-18 21:19:49.011
"游泳包干湿分离防泼水便捷收纳包户外运动健身手提包轻便行李袋",39.0,25.0%,9.75,已售：177,结束：2024-03-01,,,essenuoto运动户外旗舰店,4.95,4.78,4.66,2023-04-18 21:19:49.092
"【赢虎福利】sport短裤男士跑步运动篮球训练透气网眼休闲可穿",39.9,25.0%,9.98,已售：119,结束：2023-10-10,,,赢虎旗舰店,4.73,4.98,4.7,2023-04-18 21:19:49.172
"风雪狼秋冬季加厚款三合一冲锋衣女户外旅行防风外套透气登山服男",198.0,5.0%,9.9,已售：91,结束：2029-02-28,,,洋芋豆儿,4.89,4.97,4.72,2023-04-18 21:19:49.252
"BEIMENS防紫外线UPF50+防晒衣防晒服2023夏薄款骑车户外遮阳连帽",49.9,20.0%,9.98,已售：74,结束：2023-08-31,2,,BEIMENS服饰旗舰店,4.96,4.94,4.79,2023-04-18 21:19:49.342
"【联威美人鱼典藏版】全新升级6H19调  超轻超硬 韧性好腰力强劲!",99.0,40.0%,39.6,已售：4,结束：2023-05-31,,,鲟龙士户外渔具,4.37,4.72,4.94,2023-04-18 21:19:49.438
"路亚饵沉水VIB响珠噪音假饵震摆vib远投翘嘴鲈鱼假饵诱鱼垂钓鲅鱼",5.8,10.0%,0.58,已售：2254,结束：2024-02-01,27,,法茜运动户外旗舰店,4.81,3.42,4.84,2023-04-18 21:19:49.520
"【粉丝专享】西域骆驼户外春秋款情侣套装休闲运动两件套AW7707",99.9,20.0%,19.98,已售：2,结束：2024-01-30,1,,西域骆驼运动户外旗舰店,4.79,4.99,4.65,2023-04-18 21:19:49.603
"【粉丝专属】臀腿塑形翘臀弹力圈阻力带乳胶TPE拉力圈4件套拉力带",9.9,50.0%,4.95,已售：63,结束：2023-10-01,1,9,星闪运动,4.87,4.9,4.7,2023-04-18 21:19:49.690
"开心渔小黄鸭路亚竿套装水滴轮枪柄远投翘嘴抛竿钓鱼竿初学者鱼竿",198.0,20.0%,39.6,已售：56,结束：2023-12-01,,,开心渔小黄鸭户外装备旗舰店,4.7,4.46,4.66,2023-04-18 21:19:49.782
"AOLIKES运动护肩带篮球舞蹈双肩带器械健身轮滑足球护背肩膀带",79.9,50.0%,39.95,已售：2,结束：2023-07-31,,,AOLIKES奥力克斯运动装备旗舰店,4.99,4.84,4.69,2023-04-18 21:19:49.873
"XTEP/特步健身瑜伽垫加厚加宽加长防滑运动居家健身好物舒适柔软",49.9,20.0%,9.98,已售：2344,结束：2023-09-30,,,特步英泊特壹号专卖店,4.84,4.13,4.69,2023-04-18 21:19:49.964
"天火天狼强光超亮手电筒家用耐用可充电户外远射装备便携多功能灯",238.0,8.0%,19.04,已售：187,结束：2023-05-31,,,天火SKY FIRE官方旗舰店,4.65,4.99,4.96,2023-04-18 21:19:50.062
"YES拉丁舞摩登舞上衣国标舞新款女国际摩登舞高端摩登舞上衣511",129.0,10.0%,12.9,已售：8,结束：2024-02-29,,,YESDance拉丁舞,4.94,4.71,4.79,2023-04-18 21:19:50.141
"户外不粘锅麦饭石烤肉盘明火卡式炉炭烤家用加厚无烟无油烧烤盘子",10.71,12.0%,1.29,已售：90,结束：2024-02-01,5,23,云独家居生活企业店,4.79,4.97,4.84,2023-04-18 21:19:50.212
"【富源百川】谋道至尊鲫鱼竿超硬19调鲫鲤混塘细身轻细轻硬高碳",476.0,8.0%,38.08,已售：154,结束：2023-12-31,,,富源百川钓具店,4.93,4.96,4.77,2023-04-18 21:19:50.285
"YES拉丁舞服男士舞蹈服上衣摩登舞成人舞蹈练功服衬衫DA799",129.0,10.0%,12.9,已售：6,结束：2024-02-29,,,YESDance拉丁舞,4.94,4.71,4.79,2023-04-18 21:19:50.349
"【运动季】361度可调节电子计数握力器男士健身专业手力训练器",29.9,16.0%,4.78,已售：1124,结束：2023-07-09,,,361°健身训练旗舰店,4.78,4.07,4.97,2023-04-18 21:19:50.420
"SKECHERS/斯凯奇女子软弹减震跑鞋跑步鞋时尚休闲运动鞋女128075",309.0,12.0%,37.08,已售：5,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:19:50.489
"飞力士弹力棒健身杆振动棍震颤训练运动全身减肥神器燃脂器材家用",21.36,35.0%,7.48,已售：8,结束：2023-04-22,,,美与柔瑜伽,4.93,4.66,4.55,2023-04-18 21:19:50.565
"唯梦博男冰丝防晒衣女春夏防紫外线可拆卸帽檐防晒衫薄款透气开衫",94.0,10.0%,9.4,已售：5,结束：2023-04-30,,,石狮市唯梦博日用品商行的小店,4.31,4.8,4.66,2023-04-18 21:19:50.641
"健腹轮自动回弹腹肌训练器家用室内静音健身器材男女减肥瘦身通用",53.66,35.0%,18.78,已售：4,结束：2023-04-22,,,美与柔瑜伽,4.93,4.66,4.55,2023-04-18 21:19:50.716
"【昕野便携式六角帐篷户外双层加大全自动帐篷野外露营帐篷套餐",248.0,15.0%,37.2,已售：2,结束：2023-12-31,,,昕野xinye运动户外,4.9,4.91,4.82,2023-04-18 21:19:50.789
"大号不锈钢烧烤炉户外便携家用野炊木炭加厚折叠煎烤两用烧烤架子",43.0,8.0%,3.44,已售：56,结束：2023-06-30,2,9,蒙佩尔运动户外旗舰店,4.67,4.76,4.51,2023-04-18 21:19:50.867
"彩色壶铃健身器材男士女士健身家用提壶哑铃壶练臀深蹲练核心器械",9.8,32.0%,3.14,已售：69,结束：2023-08-31,10,,大白户外供应链个体店,4.98,4.99,4.9,2023-04-18 21:19:50.947
"SPLAN唤醒计划 瑜伽裸感运动健身裤紧身外穿有口袋121195",89.0,21.0%,18.69,已售：2379,结束：2023-07-15,1,,江和运动服饰店,4.98,4.91,4.86,2023-04-18 21:19:51.036
"蛋卷桌户外铝合金碳钢蛋卷桌轻量化露营便捷折叠野餐野营装备自驾",50.15,18.0%,9.03,已售：4,结束：2023-04-30,,,贝Bear爷户外,4.75,4.64,4.39,2023-04-18 21:19:51.117
"斯伯丁篮球正品7号生日礼物男生手感柔和标准室外蓝球夜光77-766Y",369.0,10.0%,36.9,已售：1,结束：2023-04-30,,,春泰运动户外专营店,4.57,4.76,4.88,2023-04-18 21:19:51.208
"健身裤女瑜伽裤高腰提臀外穿渐变色运动紧身裤跑步蜜桃臀打底长裤",88.0,20.0%,17.6,已售：2,结束：2024-04-01,,,小橘子健身店,4.86,4.89,4.72,2023-04-18 21:19:51.292
"北溟鱼渔轮专用保养油-可用于水滴轮、纺车轮、筏轮、谷麦轮等",19.9,20.0%,3.98,已售：266,结束：2023-05-31,,,北溟鱼官方旗舰店,4.8,4.96,4.72,2023-04-18 21:19:51.378
"韶泰烧烤碳苹果木炭无烟碳烧烤专用木炭户外烧烤炭家用易燃炭批发",9.9,30.0%,2.97,已售：6,结束：2023-10-01,,,韶泰运动户外旗舰店,4.87,4.69,4.7,2023-04-18 21:19:51.473
"SKECHERS/斯凯奇男鞋秋春夏复古厚底老爹鞋男士休闲运动鞋50125",299.0,12.0%,35.88,已售：17,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:19:51.570
"三合一多功能露营灯便携手提式营地灯户外持久续航磁吸照明灯",79.0,45.0%,35.55,已售：1,结束：2023-06-30,,,柠檬潮品集合,3.83,4.98,4.74,2023-04-18 21:19:51.659
"久目PE连接原丝钓线精绑耐磨钓鱼成品主线组套装",19.8,15.0%,2.97,已售：42,结束：2023-04-30,,,久目运动户外授权企业店,4.49,4.15,4.78,2023-04-18 21:19:51.745
"ThousWinds千风迷你不锈钢碗户外小水杯雪拉杯露营餐具茶杯咖啡杯",27.55,10.0%,2.76,已售：38,结束：2023-12-16,6,10,Thous Winds千风旗舰店,4.63,4.56,4.63,2023-04-18 21:19:51.831
"【男女同款】户外运动跑步头巾男女同款防风围脖无缝骑行面罩吸汗",9.9,30.0%,2.97,已售：124,结束：2024-03-01,,,义乌市木杨户外用品店的小店,4.92,4.93,4.9,2023-04-18 21:19:51.903
"满毅升级款软珠 成人儿童小学生通用跳绳 初学者不打结竹节跳绳",9.8,30.0%,2.94,已售：19,结束：2023-05-31,,,南惜优选商行,4.99,4.99,4.97,2023-04-18 21:19:51.969
"赢虎瑜伽美背女防震防下垂跑步夏瑜伽服高强度支撑美文胸健身上衣",49.9,36.0%,17.96,已售：25,结束：2024-03-22,,,赢虎旗舰店,4.73,4.98,4.7,2023-04-18 21:19:52.039
"夏日必备吸汗贴腋下出汗军训必备隐形持久有效内贴防汗防臭神器",6.9,40.0%,2.76,已售：35,结束：2023-06-30,,,爱美屋家居,4.97,4.94,4.97,2023-04-18 21:19:52.113
"Travelyou男款四角内裤一次性纯棉独立包装方便携带舒适旅行出差",18.9,21.0%,3.97,已售：34,结束：2024-03-31,,,Travelyou户外装备旗舰店,4.99,4.9,4.91,2023-04-18 21:19:52.187
"帽子男夏天薄速干鸭舌帽户外防晒男士太阳帽休闲钓鱼遮阳棒球帽女",30.9,23.0%,7.11,已售：8,结束：2024-02-29,,,啄木鳥欧邦商贸配饰专卖店,4,4.89,4.96,2023-04-18 21:19:52.261
"《粉丝福利》温湿度计湿度计室内壁挂式台式湿度表家用温度表简洁",9.9,20.0%,1.98,已售：34,结束：2023-04-30,14,,小严优品,4.93,4.5,4.95,2023-04-18 21:19:52.340
"荷花图案钥匙链随身迷你创意小刀便携式拆箱刀小巧精致送人礼品",22.0,20.0%,4.4,已售：170,结束：2023-04-30,6,,尚兰人家,4.99,4.89,4.71,2023-04-18 21:19:52.414
"软珠竹节跳绳儿童小学生幼儿园初学者专用可调节跳绳成人专业绳子",10.9,35.0%,3.82,已售：301,结束：2023-07-31,,,群胜运动装备授权企业店,4.99,4.95,4.93,2023-04-18 21:19:52.491
"鞋子女2023新款爆款休闲鞋百搭女鞋运动小白鞋女夏季平底板鞋潮鞋",68.0,25.0%,17.0,已售：3,结束：2023-05-31,,,百顺商贸供应链,4.95,4.85,4.53,2023-04-18 21:19:52.578
"大肚漂红旗漂 钓组浮漂 海竿漂鱼漂浮标海钓漂 水怪漂清晰经典",9.9,50.0%,4.95,已售：7,结束：2023-06-30,,,橘白鹿好物馆,4.91,4.85,4.88,2023-04-18 21:19:52.658
"【KDST】瑜伽垫子家用防滑健身初学者加厚加长加宽女生专用垫薄款",45.9,15.0%,6.88,已售：27,结束：2023-10-31,,,KDST官方旗舰店,4.06,4.48,4.2,2023-04-18 21:19:52.744
"20付70CM进口狼牙飞磕子线双钩黑坑偷驴正钓抢鱼竞技成品全套绑好",26.0,11.0%,2.86,已售：126,结束：2023-06-30,,,fish rider运动户外旗舰店,4.79,4.1,4.68,2023-04-18 21:19:52.834
"国标3C认证电瓶电动车摩托车男女四季通用防晒夏款轻便安全帽头盔",49.8,10.0%,4.98,已售：19,结束：2023-10-01,,,安全头盔四季工厂直发个体店,4.87,4.96,4.97,2023-04-18 21:19:52.923
"夏季撞色连帽防紫外线透气防晒衣时尚百搭防晒服骑车防风面罩遮阳",24.9,10.0%,2.49,已售：52,结束：2024-02-16,13,13,小芙蓉优选,4.82,4.97,4.84,2023-04-18 21:19:53.008
"天狼星狂野腥香鲫鱼鲤鱼鱼饵垂钓香腥钓鱼饵料户外钓鱼味型通用",12.0,15.0%,1.8,已售：586,结束：2023-12-31,,,天狼星钓具,4.79,4.51,4.98,2023-04-18 21:19:53.096
"户外水杯不锈钢啤酒杯露营便携茶杯咖啡杯牛奶杯迷你杯子4只装",14.0,20.0%,2.8,已售：27,结束：2023-04-30,,,户外露营指南,4.99,4.9,4.58,2023-04-18 21:19:53.218
"夏季冰感遮阳女款连帽冰丝防晒衣防紫外线长袖外套薄款透气外搭",44.0,15.0%,6.6,已售：13,结束：2023-05-31,,,噗噗的奇妙服饰商店,4.08,4.78,4.21,2023-04-18 21:20:07.122
"回弹肘撑健腹轮腰腹力量腹部训练双轮腹肌轮马甲线练腹肌平板支撑",109.0,31.0%,33.79,已售：4,结束：2023-06-01,,,NANJIREN南极人健身训练旗舰店,4.99,4.93,4.98,2023-04-18 21:20:07.213
"GVB/GVB巨峰智能头盔行车记录仪智能AI蓝牙骑行头盔半盔3C认证",168.0,20.0%,33.6,已售：58,结束：2023-12-31,1,,智凯出行企业店,4.19,4.72,4.89,2023-04-18 21:20:07.289
"【粉丝专享】西域骆驼情侣款三合一可脱卸防风保暖登山外套FM9805",169.9,20.0%,33.98,已售：1,结束：2024-01-30,,,西域骆驼运动户外旗舰店,4.79,4.99,4.65,2023-04-18 21:20:07.360
"SPLAN唤醒计划 运动紧身高腰五分裤健身训练户外骑行裤181063",79.0,21.0%,16.59,已售：202,结束：2023-07-15,2,3,江和运动服饰店,4.98,4.91,4.86,2023-04-18 21:20:07.432
"杠铃片橡胶三孔手抓杠铃片包胶铃片大孔奥片杠铃片卧推深蹲杠铃片",16.5,5.0%,0.82,已售：534,结束：2023-12-31,5,30,vitox运动户外旗舰店,4.87,4.77,4.53,2023-04-18 21:20:07.509
"【两元十片包邮】一次性腋下吸汗贴透气出汗隐形持久内贴防汗防臭",2.8,23.0%,0.64,已售：48,结束：2023-10-31,2,,爱美屋家居,4.97,4.94,4.97,2023-04-18 21:20:07.579
"【夜邦】强光探照灯家用外出便携手提充电式照明灯户外露营野营灯",19.9,15.0%,2.98,已售：16,结束：2024-04-06,,,鸿盛科技个体店,4.83,4.96,4.87,2023-04-18 21:20:07.651
"夏季背心包时尚条纹单肩包ins百搭潮流通用网红轻奢针织手提包",19.9,15.0%,2.98,已售：9,结束：2023-05-31,,,嘉许优选,4.82,4.77,4.55,2023-04-18 21:20:07.732
"子弹款曲柄钩铅头钩路亚钩德州钓组配件垂钓用品钩子矶钓船钓",9.52,15.0%,1.43,已售：52,结束：2023-06-30,,,法茜运动户外旗舰店,4.81,3.42,4.84,2023-04-18 21:20:07.810
"健奕美户外吊床冰丝单人加宽网状成人儿童室内寝室吊床野外露营",30.99,21.0%,6.51,已售：26,结束：2023-09-30,,,晟迪悦保罗配饰,4.77,4.55,4.63,2023-04-18 21:20:07.887
"鸿箭10个包邮胶个锤子吸汗防滑微粘薄款羽毛网球拍手胶吸汗带柄皮",0.99,10.0%,0.1,已售：398,结束：2023-06-30,,,空鼎运动,4.09,4.82,4.97,2023-04-18 21:20:07.972
"压扁加强铅头钩路亚假饵T尾软饵钓鲈鱼翘嘴鳜鱼软虫路亚双面套装",27.0,20.0%,5.4,已售：236,结束：2023-08-31,,,法茜运动户外旗舰店,4.81,3.42,4.84,2023-04-18 21:20:08.056
"GP超霸充电电池5号7号套装充电器可充五号七号遥控玩具电池大容量",40.0,20.0%,8.0,已售：35,结束：2024-01-01,3,4,GP超霸电池,4.97,3.24,4.88,2023-04-18 21:20:08.168
"西藏新疆包邮摩托车护膝冬季保暖男女电动车护腿加绒加厚御寒防风",35.9,30.0%,10.77,已售：6,结束：2023-12-31,1,3,新野家小铺,4.74,4.82,4.6,2023-04-18 21:20:08.258
"Thous Winds/千风户外野营保温冰桶便携手提不锈钢保温保冷大水壶",160.55,10.0%,16.06,已售：36,结束：2023-12-16,1,2,Thous Winds千风旗舰店,4.63,4.56,4.63,2023-04-18 21:20:08.346
"SPLAN唤醒计划 品牌好礼 健身瑜伽短裤1条装大码小内内无痕18007",39.0,21.0%,8.19,已售：31,结束：2023-11-30,4,,江和运动服饰店,4.98,4.91,4.86,2023-04-18 21:20:08.439
"帐篷户外露营2-3-4-6人全自动帐篷涂银防雨防晒防蚊大空间帐篷",176.8,18.0%,31.82,已售：1,结束：2023-04-30,,,贝Bear爷户外,4.75,4.64,4.39,2023-04-18 21:20:08.527
